40.704, -74.016, LM-00-00
40.704, -74.0114666667, LM-00-01
40.7080434783, -74.016, LM-01-00
40.7080434783, -74.0114666667, LM-01-01
40.7080434783, -74.0069333333, LM-01-02
40.7080434783, -74.0024, LM-01-03
40.7120869565, -74.0114666667, LM-02-01
40.7120869565, -74.0069333333, LM-02-02
40.7120869565, -74.0024, LM-02-03
40.7120869565, -73.9978666667, LM-02-04
40.7120869565, -73.9933333333, LM-02-05
40.7120869565, -73.9888, LM-02-06
40.7120869565, -73.9842666667, LM-02-07
40.7120869565, -73.9797333333, LM-02-08
40.7120869565, -73.9752, LM-02-09
40.7161304348, -74.0114666667, LM-03-01
40.7161304348, -74.0069333333, LM-03-02
40.7161304348, -74.0024, LM-03-03
40.7161304348, -73.9978666667, LM-03-04
40.7161304348, -73.9933333333, LM-03-05
40.7161304348, -73.9888, LM-03-06
40.7161304348, -73.9842666667, LM-03-07
40.7161304348, -73.9797333333, LM-03-08
40.7161304348, -73.9752, LM-03-09
40.720173913, -74.0114666667, LM-04-01
40.720173913, -74.0069333333, LM-04-02
40.720173913, -74.0024, LM-04-03
40.720173913, -73.9978666667, LM-04-04
40.720173913, -73.9933333333, LM-04-05
40.720173913, -73.9888, LM-04-06
40.720173913, -73.9842666667, LM-04-07
40.720173913, -73.9797333333, LM-04-08
40.720173913, -73.9752, LM-04-09
40.7242173913, -74.0114666667, LM-05-01
40.7242173913, -74.0069333333, LM-05-02
40.7242173913, -74.0024, LM-05-03
40.7242173913, -73.9978666667, LM-05-04
40.7242173913, -73.9933333333, LM-05-05
40.7242173913, -73.9888, LM-05-06
40.7242173913, -73.9842666667, LM-05-07
40.7242173913, -73.9797333333, LM-05-08
40.7242173913, -73.9752, LM-05-09
40.7282608696, -74.0114666667, LM-06-01
40.7282608696, -74.0069333333, LM-06-02
40.7282608696, -74.0024, LM-06-03
40.7282608696, -73.9978666667, LM-06-04
40.7282608696, -73.9933333333, LM-06-05
40.7282608696, -73.9888, LM-06-06
40.7282608696, -73.9842666667, LM-06-07
40.7282608696, -73.9797333333, LM-06-08
40.7282608696, -73.9752, LM-06-09
40.7323043478, -74.0114666667, LM-07-01
40.7323043478, -74.0069333333, LM-07-02
